Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Sapphire,Blue,2.41,Step Cut Fancy,Blue,Eye Clean,Heat Treated,1666275.0,,6.81 x 9.71 x 5.41,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.76,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,686400.0,,7.78 x 5.95 x 3.87,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.28,Mixed Brilliant Pear,Blue,Eye Clean,Heat Treated,707200.0,,7.85 x 6.02 x 3.74,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.65,Mixed Brilliant Round,Blue,Eye Clean,Heat Treated,2855125.0,,8.44 x 8.4 x 4.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,6.05,Mixed Brilliant Cushion,Purplish Pink,Eye Clean,No Enhancement,17106375.0,,9.95 x 9.82 x 5.88,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.07,Mixed Brilliant Heart,Blue,Eye Clean,Heat Treated,1742325.0,,7.33 x 7.84 x 4.88,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.94,Mixed Brilliant Pear,Blue,Eye Clean,Heat Treated,274950.0,,7.18 x 5.07 x 3.4,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,3.52,Emerald Cut Emerald Cut,Blue,Eye Clean,No Enhancement,5445375.0,,8.81 x 7.43 x 4.99,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.04,Radiant Cut Radiant,Pink,Eye Clean,No Enhancement,642200.0,,5.96 x 5.04 x 3.28,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,2.12,Emerald Cut Emerald Cut,Purple,Eye Clean,No Enhancement,2549300.0,,8.9 x 6.72 x 3.58,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,2.06,Mixed Brilliant Marquise,White,Very Slightly Included,No Enhancement,669500.0,,11.69 x 5.7 x 4.33,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.65,Mixed Brilliant Cushion,Blue,Eye Clean,Heat Treated,485875.0,,5.14 x 5.07 x 2.99,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,2.55,Mixed Brilliant Oval,Purple,Eye Clean,No Enhancement,3381300.0,,9.06 x 7.22 x 4.67,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.7,Asscher Asscher - Octagon,Blue,Eye Clean,Heat Treated,2351050.0,,6.69 x 6.31 x 4.3,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.53,Mixed Brilliant Pear,Pink,Eye Clean,No Enhancement,1379950.0,,9.68 x 5.45 x 3.85,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,3.02,Mixed Brilliant Cushion,Green,Eye Clean,Heat Treated,1452750.0,,8.64 x 6.88 x 5.18,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.4,Asscher Asscher - Octagon,Blue,Eye Clean,Heat Treated,1389050.0,,6.08 x 6.01 x 4.32,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,3.08,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,3743675.0,,9.24 x 7.51 x 5.38,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,2.53,Emerald Cut Emerald Cut,Yellow,Eye Clean,Heat Treated,1233375.0,,8.99 x 6.81 x 4.09,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,0.65,Mixed Brilliant Pear,Purple,Eye Clean,No Enhancement,84500.0,,7.25 x 4.49 x 2.97,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.63,Fancy Cut Fancy,White,Eye Clean,No Enhancement,635700.0,,10.63 x 7.09 x 3.37,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.0,Trillion Cut Trillion,Blue,Eye Clean,Heat Treated,341250.0,,6.31 x 6.47 x 3.34,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,7.58,Mixed Brilliant Round,Blue,Eye Clean,Heat Treated,14891825.0,,11.72 x 11.65 x 6.97,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.5,Emerald Cut Emerald Cut,Blue,Eye Clean,No Enhancement,185250.0,,5.9 x 3.89 x 2.24,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.37,Radiant Cut Radiant,Purple,Eye Clean,No Enhancement,667875.0,,7.26 x 5.39 x 3.53,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.29,Radiant Cut Radiant,Blue,Very Very Slightly Included,Heat Treated,670800.0,,6.56 x 5.62 x 3.86,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.55,Mixed Brilliant Round,Purple,Very Very Slightly Included,No Enhancement,806000.0,,6.72 x 6.69 x 4.56,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,4.32,Modified Brilliant Round,Blue,Very Very Slightly Included,Heat Treated,6370650.0,,9.43 x 9.31 x 5.58,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,1.63,Mixed Brilliant Round,Purple,Slightly Included,No Enhancement,211900.0,,6.99 x 6.95 x 4.5,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.03,Mixed Brilliant Cushion,Blue,Eye Clean,No Enhancement,3006250.0,,7.52 x 5.83 x 5.04,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,2.05,Mixed Brilliant Oval,White,Eye Clean,Heat Treated,566475.0,,8.24 x 6.5 x 4.64,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,2.65,Mixed Brilliant Cushion,White,Very Slightly Included,No Enhancement,559975.0,,8.31 x 7.67 x 4.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,1.53,Mixed Brilliant Round,Padparadscha,Very Very Slightly Included,No Enhancement,1701700.0,,6.88 x 6.76 x 4.14,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,1.75,Asscher Asscher - Octagon,Yellow,Eye Clean,Heat Treated,625625.0,,6.32 x 6.27 x 4.6,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,2.25,Mixed Brilliant Round,Green,Very Slightly Included,Heat Treated,1170000.0,,7.76 x 7.71 x 5.01,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,2.01,Emerald Cut Emerald Cut,Yellow,Eye Clean,Heat Treated,849225.0,,7.63 x 5.96 x 4.43,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.07,Mixed Brilliant Marquise,Blue,Eye Clean,No Enhancement,2164500.0,,12.53 x 5.98 x 2.93,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.19,Radiant Cut Radiant,Pink,Eye Clean,Heat Treated,348075.0,,6.3 x 5.5 x 3.48,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.85,Step Cut Fancy,Blue,Eye Clean,No Enhancement,165750.0,,8.05 x 6.46 x 3.29,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.48,Mixed Brilliant Oval,Blue,Eye Clean,No Enhancement,384800.0,,7.48 x 6.27 x 3.95,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.77,Mixed Brilliant Pear,Blue,Eye Clean,Heat Treated,2869425.0,,9.56 x 7.39 x 5.51,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.26,Mixed Brilliant Cushion,Pink,Eye Clean,Heat Treated,778050.0,,7.05 x 5.42 x 3.44,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,4.4,Mixed Brilliant Pear,Blue,Eye Clean,Heat Treated,6370650.0,,11.83 x 8.12 x 5.85,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.55,Mixed Brilliant Pear,Blue,Eye Clean,Heat Treated,604500.0,,8.07 x 5.95 x 4.33,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.59,Radiant Cut Radiant,White,Very Slightly Included,No Enhancement,298675.0,,8.95 x 5.3 x 3.4,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.82,Mixed Brilliant Round,Blue,Eye Clean,Heat Treated,719550.0,,5.52 x 5.42 x 3.72,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.95,Mixed Brilliant Pear,Blue,Eye Clean,Heat Treated,4498325.0,,11.77 x 7.31 x 4.41,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,4.11,Emerald Cut Emerald Cut,White,Eye Clean,Heat Treated,1358825.0,,9.5 x 7.44 x 5.89,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.15,Mixed Brilliant Pear,Blue,Eye Clean,No Enhancement,299000.0,,9.82 x 5.13 x 3.18,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.56,Mixed Brilliant Round,Blue,Eye Clean,Heat Treated,2063425.0,,7.06 x 7.02 x 4.27,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,7.51,Emerald Cut Emerald Cut,Green,Very Slightly Included,No Enhancement,2709200.0,,12.75 x 10.71 x 5.75,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,6.47,Emerald Cut Emerald Cut,Green,Very Slightly Included,No Enhancement,5004675.0,,11.12 x 9.04 x 5.78,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.14,Emerald Cut Emerald Cut,Blue,Eye Clean,Heat Treated,629850.0,,6.28 x 5.16 x 3.59,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.07,Mixed Brilliant Round,Blue,Eye Clean,Heat Treated,1479725.0,,6.32 x 6.25 x 3.53,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.16,Mixed Brilliant Pear,Pink,Eye Clean,No Enhancement,640900.0,,8.84 x 5.69 x 2.99,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,1.14,Mixed Brilliant Pear,Padparadscha,Very Very Slightly Included,No Enhancement,1185600.0,,8.86 x 5.91 x 3.21,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.33,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,605150.0,,7.5 x 5.74 x 3.5,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,1.05,Mixed Brilliant Round,Yellow,Very Slightly Included,Heat Treated,119600.0,,6.25 x 6.3 x 3.44,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,1.83,Mixed Brilliant Cushion,Yellow,Very Slightly Included,No Enhancement,654225.0,,7.36 x 5.65 x 4.45,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,2.75,Mixed Brilliant Heart,Blue,Eye Clean,No Enhancement,1984125.0,,8.58 x 9.0 x 5.04,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.77,Mixed Brilliant Oval,White,Very Slightly Included,No Enhancement,519025.0,,9.07 x 5.94 x 3.93,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.9,Asscher Asscher - Octagon,Blue,Eye Clean,No Enhancement,643500.0,,5.04 x 5.0 x 3.63,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,2.63,Emerald Cut Emerald Cut,Purple,Eye Clean,No Enhancement,1897675.0,,8.86 x 7.55 x 3.85,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,1.04,Mixed Brilliant Round,Padparadscha,Very Very Slightly Included,No Enhancement,946400.0,,6.26 x 6.0 x 3.52,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.25,Mixed Brilliant Pear,Blue,Very Slightly Included,No Enhancement,507975.0,,7.79 x 5.67 x 3.66,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,2.01,Mixed Brilliant Oval,Pink,Eye Clean,Heat Treated,1691950.0,,8.45 x 6.42 x 4.36,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,2.03,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,1708850.0,,7.38 x 7.24 x 3.88,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.06,Mixed Brilliant Round,Blue,Eye Clean,No Enhancement,275600.0,,5.55 x 5.59 x 4.27,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,2.13,Mixed Brilliant Pear,Pink,Eye Clean,Heat Treated,2369250.0,,9.9 x 6.67 x 4.46,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,3.54,Mixed Brilliant Round,Yellow,Eye Clean,Heat Treated,1809275.0,,8.91 x 8.83 x 5.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.47,Mixed Brilliant Oval,Pink,Eye Clean,No Enhancement,1098825.0,,8.2 x 5.86 x 3.63,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.59,Emerald Cut Emerald Cut,White,Very Slightly Included,Heat Treated,516750.0,,7.25 x 6.06 x 3.68,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purple,2.04,Mixed Brilliant Cushion,Purple,Eye Clean,No Enhancement,2698475.0,,7.45 x 6.79 x 4.35,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,0.67,Mixed Brilliant Round,Yellow,Very Very Slightly Included,Heat Treated,58825.0,,5.16 x 5.17 x 3.61,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,2.04,Mixed Brilliant Oval,Pink,Eye Clean,Heat Treated,2575625.0,,8.46 x 6.23 x 4.55,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,2.04,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,1226550.0,,8.43 x 6.42 x 3.6,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.38,Mixed Brilliant Round,White,Very Slightly Included,Heat Treated,403650.0,,6.92 x 6.92 x 3.92,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,3.03,Mixed Brilliant Heart,Blue,Eye Clean,Heat Treated,2732600.0,,8.91 x 9.51 x 4.6,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,2.05,Emerald Cut Emerald Cut,Green,Very Slightly Included,No Enhancement,910000.0,,10.02 x 5.91 x 3.22,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,2.58,Princess Cut Princess,White,Eye Clean,Heat Treated,1090050.0,,7.9 x 7.88 x 4.34,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,1.23,Mixed Brilliant Round,Yellow,Very Slightly Included,No Enhancement,279825.0,,6.41 x 6.32 x 3.67,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.15,Mixed Brilliant Round,White,Eye Clean,Heat Treated,336375.0,,5.88 x 5.86 x 4.24,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,4.06,Asscher Asscher - Octagon,Yellow,Eye Clean,Heat Treated,2074800.0,,8.76 x 8.75 x 5.23,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,4.29,Mixed Brilliant Cushion,White,Eye Clean,Heat Treated,1676675.0,,10.09 x 8.91 x 5.52,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,0.93,Radiant Cut Radiant,Green,Very Slightly Included,No Enhancement,162500.0,,6.36 x 5.08 x 2.91,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.08,Emerald Cut Emerald Cut,Pink,Eye Clean,Heat Treated,947700.0,,6.47 x 4.64 x 3.5,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.4,Fancy Cut Fancy,Blue,Eye Clean,Heat Treated,1262625.0,,9.17 x 6.44 x 3.08,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,2.14,Emerald Cut Emerald Cut,Yellow,Eye Clean,No Enhancement,904150.0,,8.23 x 6.07 x 4.42,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.73,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,1820325.0,,7.64 x 5.61 x 4.35,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.04,Mixed Brilliant Cushion,Blue,Very Slightly Included,Heat Treated,439400.0,,6.0 x 4.8 x 3.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,1.1,Mixed Brilliant Cushion,Green,Very Slightly Included,Heat Treated,178750.0,,6.29 x 6.19 x 2.99,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.31,Mixed Brilliant Oval,Pink,Eye Clean,No Enhancement,1732900.0,,7.51 x 5.66 x 4.05,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,3.03,Mixed Brilliant Heart,Blue,Eye Clean,Heat Treated,4520100.0,,8.46 x 9.83 x 4.82,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.08,Mixed Brilliant Pear,Blue,Eye Clean,No Enhancement,210600.0,,9.32 x 4.94 x 3.04,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.18,Mixed Brilliant Round,Pink,Eye Clean,No Enhancement,441025.0,,6.54 x 6.51 x 3.37,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,3.57,Emerald Cut Emerald Cut,White,Eye Clean,Heat Treated,1160250.0,,10.73 x 6.35 x 5.02,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,0.8,Emerald Cut Emerald Cut,Blue,Eye Clean,Heat Treated,442000.0,,6.37 x 4.49 x 2.8,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,2.06,Mixed Brilliant Cushion,Green,Very Slightly Included,No Enhancement,650650.0,,6.31 x 6.13 x 5.77,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,3.13,Mixed Brilliant Oval,Pink,Eye Clean,Heat Treated,2587650.0,,10.21 x 7.32 x 4.32,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.25,Mixed Brilliant Pear,Pink,Eye Clean,Heat Treated,396175.0,,8.46 x 5.58 x 3.5,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.93,Mixed Brilliant Oval,Blue,Eye Clean,Heat Treated,1450475.0,,8.0 x 6.02 x 4.62,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.76,Asscher Asscher - Octagon,Blue,Very Slightly Included,No Enhancement,686400.0,,6.48 x 6.47 x 4.37,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.21,Emerald Cut Emerald Cut,Blue,Very Slightly Included,Heat Treated,550550.0,,7.34 x 5.32 x 3.26,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,3.51,Radiant Cut Radiant,White,Very Slightly Included,Heat Treated,1202825.0,,9.77 x 7.65 x 4.87,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.67,Mixed Brilliant Cushion,Pink,Very Slightly Included,No Enhancement,1194050.0,,6.84 x 6.68 x 3.94,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,1.52,Radiant Cut Radiant,Green,Very Slightly Included,Heat Treated,296400.0,,6.59 x 5.64 x 3.82,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,1.24,Mixed Brilliant Heart,Padparadscha,Eye Clean,No Enhancement,1677650.0,,6.7 x 7.09 x 3.32,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,7.03,Asscher Asscher - Octagon,Green,Eye Clean,Heat Treated,6107075.0,,10.66 x 10.04 x 6.49,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.23,Mixed Brilliant Oval,Pink,Eye Clean,No Enhancement,1368250.0,,7.22 x 5.91 x 3.59,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.05,Mixed Brilliant Cushion,Blue,Very Slightly Included,Heat Treated,750750.0,,6.63 x 5.13 x 3.09,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Green,3.55,Emerald Cut Emerald Cut,Green,Very Very Slightly Included,No Enhancement,2774850.0,,10.19 x 6.79 x 4.87,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,2.52,Radiant Cut Radiant,White,Eye Clean,Heat Treated,1031875.0,,8.04 x 7.16 x 4.75,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,3.28,Radiant Cut Radiant,White,Very Slightly Included,No Enhancement,1279200.0,,8.81 x 7.94 x 5.42,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.11,Mixed Brilliant Pear,Pink,Eye Clean,Heat Treated,829725.0,,8.35 x 5.5 x 3.31,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,2.12,Mixed Brilliant Pear,White,Eye Clean,No Enhancement,826800.0,,10.35 x 6.59 x 4.22,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Purplish Pink,1.58,Mixed Brilliant Cushion,Purplish Pink,Eye Clean,Heat Treated,1181050.0,,6.88 x 5.6 x 4.37,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Yellow,1.94,Mixed Brilliant Pear,Yellow,Eye Clean,No Enhancement,504400.0,,12.21 x 5.83 x 3.69,Certified by Natural Sapphire Company,2025-09-06
Sapphire,White,1.53,Radiant Cut Radiant,White,Very Slightly Included,No Enhancement,344175.0,,7.36 x 5.97 x 3.59,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.04,Mixed Brilliant Round,Pink,Eye Clean,Heat Treated,980200.0,,5.81 x 5.74 x 4.07,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,2.01,Emerald Cut Emerald Cut,Pink,Very Very Slightly Included,No Enhancement,2900300.0,,7.36 x 6.37 x 3.95,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.17,Emerald Cut Emerald Cut,Blue,Eye Clean,No Enhancement,1899300.0,,6.65 x 5.09 x 3.72,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Padparadscha,0.45,Mixed Brilliant Oval,Padparadscha,Very Very Slightly Included,Heat Treated,87750.0,,5.97 x 4.08 x 2.25,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,2.42,Mixed Brilliant Marquise,Pink,Very Slightly Included,Heat Treated,1891500.0,,13.06 x 6.2 x 3.75,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Pink,1.54,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,1249950.0,,7.53 x 5.69 x 3.77,Certified by Natural Sapphire Company,2025-09-06
Sapphire,Blue,1.4,Radiant Cut Radiant,Blue,Eye Clean,No Enhancement,364000.0,,6.38 x 6.36 x 4.03,Certified by Natural Sapphire Company,2025-09-06
